id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
35718147,"New room! cute & clean. close to train. wood floor",128843123,Ashley,BROOKLYN,"East new york",40.667840,-73.885750,"Private room",45,1,0,2000-01-01,0.00,2,365
35718438,"Sunny, spacious, beautiful apt",76407060,Sammie,MANHATTAN,"East village",40.725030,-73.985460,"Entire home/apt",295,1,1,2019-06-30,1.00,1,11
35718516,"Luxury high rise condominium 2 bedroom",267483864,Henry,MANHATTAN,"Murray hill",40.744570,-73.974930,"Entire home/apt",449,1,1,2019-07-04,1.00,1,216
35718849,"Privacy chelsea beauty with private entrance",14563616,Anna/phillip,MANHATTAN,Chelsea,40.737240,-73.994290,"Entire home/apt",249,1,5,2019-07-01,5.00,2,125
35719112,"King bed. new room! wood floors. train is close",128843123,Ashley,BROOKLYN,"East new york",40.665880,-73.891000,"Private room",48,1,1,2019-06-24,1.00,2,334
35719162,"2 bedroom apartment in soho",1221359,Aleksei,MANHATTAN,"Lower east side",40.720760,-73.988430,"Entire home/apt",400,5,0,2000-01-01,0.00,1,173
35720262,"Best manhattan view and 5 min into manhattan",265422938,泽宇,QUEENS,"Long island city",40.746390,-73.943500,"Private room",149,2,0,2000-01-01,0.00,2,23
35720329,"Amazing location in williamsburg with 4 bedrooms",222287033,Francis,BROOKLYN,Williamsburg,40.711510,-73.965150,"Entire home/apt",350,3,2,2019-06-20,2.00,5,347
35721596,"Homey and modern 1br",21942647,Langston,QUEENS,"Long island city",40.757770,-73.935090,"Private room",125,1,0,2000-01-01,0.00,1,358
35726476,"Queen sized bedroom with frontal ocean view",26935419,Nikki,BROOKLYN,"Brighton beach",40.577100,-73.964990,"Private room",120,1,0,2000-01-01,0.00,1,252
35726877,"Manhattan apartment near it all!",11490581,Pedro,MANHATTAN,"Hell's kitchen",40.752920,-73.994870,"Entire home/apt",249,2,1,2019-06-23,1.00,1,7
35727309,"Prime midtown west! spacious & renovated 3br!",268294305,Karissa,MANHATTAN,"Hell's kitchen",40.754990,-73.994370,"Entire home/apt",299,3,0,2000-01-01,0.00,1,237
35728246,"Massive victorian home with parking!",122178596,Elana,BROOKLYN,Flatlands,40.629480,-73.940880,"Entire home/apt",195,2,0,2000-01-01,0.00,3,80
35728640,"Brooklyn home ii",268468020,Tylor,BROOKLYN,"East flatbush",40.642620,-73.936210,"Private room",101,1,0,2000-01-01,0.00,2,116
35729594,"Rose's brooklyn oasis - close to subway!",268757078,Vinette,BROOKLYN,"East flatbush",40.645600,-73.950650,"Private room",40,1,1,2019-06-30,1.00,2,151
35729630,"Elegant private bedroom in sunny modern home #2",101771985,Yudis,MANHATTAN,Harlem,40.806090,-73.948400,"Private room",90,1,0,2000-01-01,0.00,3,121
35732634,"Rose's brooklyn oasis 2 - close to subway!",268757078,Vinette,BROOKLYN,"East flatbush",40.644570,-73.949150,"Private room",35,1,3,2019-07-07,3.00,2,171
35732847,"A lovely room in a great house close to rumc.",102263916,John,"STATEN ISLAND",Tompkinsville,40.632810,-74.091320,"Private room",50,1,4,2019-07-07,4.00,2,84
35733228,"Relax comfortably 1br w/ac in the heart of queens1",268784513,Amit,QUEENS,"East elmhurst",40.759380,-73.882190,"Private room",70,1,8,2019-07-07,8.00,3,342
35734363,"2 bed/2 bath upper east manhattan luxury doorman",83934468,B,MANHATTAN,"Upper east side",40.781490,-73.951680,"Entire home/apt",400,14,0,2000-01-01,0.00,1,25
35734937,"Deluxe bedroom w/ 2 beds - 3 stops to times square",268796947,Derreck,QUEENS,"Long island city",40.752670,-73.931110,"Private room",59,1,0,2000-01-01,0.00,5,351
35735657,"A stylist's entire apt (2bds) in heart of nyc!!",28580275,Sommy,MANHATTAN,Midtown,40.758230,-73.965090,"Entire home/apt",290,1,0,2000-01-01,0.00,4,286
35735822,"Great room! great price! 
can wait to see you !",268198789,Davica,BROOKLYN,"Cypress hills",40.678040,-73.867610,"Private room",48,2,1,2019-07-02,1.00,2,348
35736396,"Private cozy apartment",220125576,Yogi,QUEENS,"Ozone park",40.672600,-73.845670,"Entire home/apt",85,3,1,2019-07-08,1.00,3,52
35736648,"Cozy private apartment in great area 30min to nyc",110644265,Ahmad,QUEENS,"Rego park",40.727330,-73.860470,"Entire home/apt",75,1,2,2019-06-23,2.00,1,1
35736834,"Gorgeous room in chic apartment! private backyard",10690947,Melody,BROOKLYN,Bushwick,40.687870,-73.906010,"Private room",60,2,0,2000-01-01,0.00,1,20
35737107,"Beautiful mini gym, elevator, queen size bedroom",245781620,Amina,BRONX,Kingsbridge,40.885870,-73.898650,"Private room",80,4,0,2000-01-01,0.00,1,87
35737368,"Cozy room w/ private lounge nolita",26781753,Burtay,MANHATTAN,Nolita,40.722470,-73.994730,"Private room",95,7,0,2000-01-01,0.00,1,125
35738384,"Fully equipped 2 bedroom/heart of bushwick.",9510645,Rylan,BROOKLYN,Bushwick,40.702050,-73.927980,"Entire home/apt",225,2,0,2000-01-01,0.00,2,161
35738942,"Spacious apartment with amazing natural light",3741794,Jason,QUEENS,Sunnyside,40.747090,-73.913800,"Entire home/apt",150,5,0,2000-01-01,0.00,1,359
35738953,"Bedroom in downtown brooklyn near manhattan",268832581,Gregory,BROOKLYN,"Downtown brooklyn",40.697330,-73.984270,"Private room",90,1,0,2000-01-01,0.00,1,189
35739486,"Cozy home in the suburbs",140665873,Rehat,QUEENS,"Jamaica estates",40.717970,-73.784780,"Private room",50,1,3,2019-06-30,3.00,1,179
35739927,"Charming "library" apt, heart of greenwich village",4129805,Evelyn,MANHATTAN,"West village",40.732860,-74.002440,"Entire home/apt",175,2,2,2019-06-21,2.00,5,79
35740337,"Central park apartment 
best location in nyc",4955986,Michael,MANHATTAN,Midtown,40.763640,-73.975890,"Entire home/apt",249,2,0,2000-01-01,0.00,1,253
35740429,"Affordable 3 beds / 2 baths grand central gem",268838097,Larisa,MANHATTAN,"Murray hill",40.748890,-73.974700,"Entire home/apt",399,5,0,2000-01-01,0.00,1,208
35740468,"Studio at hilton club residence - manhattan's best",6524762,Armstrong,MANHATTAN,Midtown,40.763030,-73.978960,"Entire home/apt",380,1,0,2000-01-01,0.00,3,364
35740661,"Brickwall 3br 5bed 10pl - prime location times sq.",268847927,Dae,MANHATTAN,"Hell's kitchen",40.762000,-73.991580,"Entire home/apt",399,3,0,2000-01-01,0.00,1,218
35740716,"Home away, jfk apartment",145406361,"Ken & janelle",QUEENS,Jamaica,40.684740,-73.791970,"Entire home/apt",79,1,0,2000-01-01,0.00,1,167
35740944,"Great affordable space for large groups up to 30",122178596,Elana,BROOKLYN,Flatlands,40.628060,-73.941370,"Entire home/apt",649,1,0,2000-01-01,0.00,3,64
35741117,"Rare spacious 2 bedroom apartment with yard...",268852377,Wanderson,BROOKLYN,Bedford-stuyvesant,40.698190,-73.947190,"Entire home/apt",160,2,1,2019-07-01,1.00,1,347
35741268,"Studio at hilton club residence - manhattan's best",6524762,Armstrong,MANHATTAN,Midtown,40.762180,-73.980020,"Entire home/apt",380,2,0,2000-01-01,0.00,3,2
35742470,"⍟times square | the feeling of home in manhattan⍟",181773256,Laura,MANHATTAN,Midtown,40.750900,-73.985570,"Entire home/apt",450,1,0,2000-01-01,0.00,1,65
35742633,"Luxury new 1 bed apartment in east williamsburg",265866685,Mindy,BROOKLYN,Bushwick,40.697960,-73.929150,"Entire home/apt",198,30,0,2000-01-01,0.00,2,179
35742909,"The waterview  quiet area and just everything",268868462,Duane,BROOKLYN,Greenpoint,40.730900,-73.959690,"Private room",200,4,0,2000-01-01,0.00,1,365
35743508,"20 min to manhattan, big 3 bed rm apt in ridgewood",267405973,Peter,QUEENS,Ridgewood,40.701410,-73.904150,"Entire home/apt",195,18,0,2000-01-01,0.00,2,347
35744074,"Sparkling 3br near subway/beach - with a yard!",73670512,Monika,BROOKLYN,Gravesend,40.593010,-73.975000,"Entire home/apt",140,3,3,2019-07-07,3.00,2,222
35744269,"Single professional room with private bath",261187437,Shasha,BROOKLYN,"Borough park",40.635240,-74.003900,"Private room",55,1,1,2019-06-23,1.00,6,358
35744524,"Comfy house close to central brooklyn",258885293,Gedalia,BROOKLYN,"East flatbush",40.659370,-73.934800,"Private room",59,1,3,2019-07-06,3.00,1,343
35744751,"Lic jackson park luxury apartment queen plaza",245830692,Ruijia,QUEENS,"Long island city",40.747760,-73.938690,"Private room",65,2,3,2019-06-29,3.00,1,26
35745348,"Private room in greenwich village",265901814,Evette,MANHATTAN,"West village",40.736380,-74.000570,"Private room",125,2,0,2000-01-01,0.00,2,180
35745881,"Large room in a cozy and very clean apt",129797713,Rosa,QUEENS,Astoria,40.763750,-73.910610,"Private room",70,7,0,2000-01-01,0.00,1,222
35747359,"Lovely*bright place in brooklyn/ nearby l, g train",22134437,Grace,BROOKLYN,Greenpoint,40.722560,-73.948890,"Private room",85,2,2,2019-06-30,2.00,1,103
35752161,"Private balcony & rooftop deck in new building",15020878,Vallery,MANHATTAN,"East harlem",40.806220,-73.938750,"Entire home/apt",115,2,0,2000-01-01,0.00,1,3
35753330,"Cozy bedroom 25 min from manhattan",127927020,"Dmitry and anya",BROOKLYN,"Crown heights",40.674420,-73.929490,"Private room",50,1,4,2019-07-06,4.00,3,364
35754234,"Sunny and clean bedroom 25 min from manhattan",127927020,"Dmitry and anya",BROOKLYN,"Crown heights",40.676150,-73.930460,"Private room",50,1,5,2019-07-05,5.00,3,361
35754565,"Bright private bedroom 25 min from manhattan",127927020,"Dmitry and anya",BROOKLYN,"Crown heights",40.676310,-73.929120,"Private room",58,1,2,2019-06-18,2.00,3,363
35754614,"Chelsea sunroof",180237401,Jarrod,MANHATTAN,Chelsea,40.744430,-73.996700,"Entire home/apt",200,4,0,2000-01-01,0.00,1,31
35756536,"Beautiful apt with prime les location",2351947,Caroline,MANHATTAN,"Lower east side",40.720650,-73.987330,"Entire home/apt",280,2,0,2000-01-01,0.00,1,17
35757257,"2 bathrooms times sq. duplex for upto 8 people",18288234,"Lisa and mike",MANHATTAN,"Hell's kitchen",40.760350,-73.990390,"Entire home/apt",379,3,0,2000-01-01,0.00,1,333
35757611,"Tribeca / fidi in the sky",181143,Michael,MANHATTAN,"Financial district",40.710130,-74.005110,"Entire home/apt",200,4,1,2019-07-01,1.00,1,108
35758732,"The gallery bed & breakfast in bed-stuy, brooklyn",21299191,"The gallery bnb",BROOKLYN,Bedford-stuyvesant,40.687940,-73.936260,"Private room",175,2,3,2019-07-07,3.00,1,358
35760845,"Cozy uws only two blocks away from central park!",261451511,Valeria,MANHATTAN,"Upper west side",40.785270,-73.976230,"Private room",150,2,3,2019-06-30,3.00,1,21
35762030,"Francesco’s manhattan private room w/private bath",50278442,Francesco,MANHATTAN,"Morningside heights",40.805280,-73.965470,"Private room",70,30,0,2000-01-01,0.00,3,328
35762202,"Basement apartment in single family home",122178596,Elana,BROOKLYN,Flatlands,40.629870,-73.942670,"Entire home/apt",80,2,0,2000-01-01,0.00,3,65
35763026,"Beautiful location for enjoy in nyc",188498431,Han,QUEENS,Sunnyside,40.738800,-73.922820,"Private room",65,2,3,2019-07-06,3.00,6,347
35763126,"Charming & stylish home in chelsea",44138549,Jonathan,MANHATTAN,Chelsea,40.743570,-73.997510,"Entire home/apt",260,5,0,2000-01-01,0.00,1,17
35765145,"Big comfortable private bedroom in upper manhattan",266770733,Eduardo,MANHATTAN,Inwood,40.859880,-73.927030,"Private room",50,2,1,2019-06-24,1.00,1,11
35766124,"Sunlit fabulous "treehouse" in greenwich village",269055881,Allen,MANHATTAN,"West village",40.732430,-74.003330,"Private room",160,3,1,2019-06-26,1.00,1,52
35766431,"Urban oasis apartment for fam or friends",433917,Daniela,BROOKLYN,Bedford-stuyvesant,40.679130,-73.948720,"Entire home/apt",100,3,0,2000-01-01,0.00,1,28
35766933,"Great place",94214493,Dadrine,BROOKLYN,"East flatbush",40.656430,-73.918750,"Private room",80,7,0,2000-01-01,0.00,9,365
35767325,"One privet bedroom cheap price perfect for singel",148004680,Matanel,BROOKLYN,Midwood,40.622450,-73.969600,"Private room",35,1,1,2019-07-01,1.00,1,50
35767582,"Modern double bed in large duplex (in gramercy)",7761295,Macha,MANHATTAN,Gramercy,40.738080,-73.983250,"Private room",85,2,0,2000-01-01,0.00,1,12
35767632,"Brooklyn apt: redhook",269070501,Erich,BROOKLYN,"Red hook",40.678870,-74.005820,"Entire home/apt",100,1,0,2000-01-01,0.00,1,43
35767995,"The clifton eastern room",260891097,Earl,BROOKLYN,Bedford-stuyvesant,40.689800,-73.953330,"Private room",75,2,0,2000-01-01,0.00,2,88
35768121,"Murray hill studio",2448443,Alex,MANHATTAN,"Murray hill",40.748490,-73.977080,"Entire home/apt",140,3,1,2019-06-17,1.00,1,3
35768150,"Stunning, renovated 2bed/1.5bath apt in prime les!",268205314,Vanessa,MANHATTAN,Chinatown,40.715980,-73.995490,"Entire home/apt",299,1,2,2019-06-28,2.00,1,334
35768266,"Private bedroom in a penthouse apartment",269078087,Aditya,MANHATTAN,"East harlem",40.798460,-73.933590,"Private room",62,1,4,2019-06-28,4.00,1,7
35768324,"Private affordable room in the heart of harlem nyc",268896283,Khady,MANHATTAN,Harlem,40.815660,-73.941740,"Private room",45,1,1,2019-07-01,1.00,2,73
35768335,"Room with private bathroom in brooklyn",238908845,Thibault,BROOKLYN,Bushwick,40.693280,-73.920850,"Private room",55,2,0,2000-01-01,0.00,1,5
35768373,"Entire luxurious spacious studio! nyc!",41829977,Sonam,QUEENS,Elmhurst,40.746380,-73.873530,"Private room",99,1,0,2000-01-01,0.00,2,161
35768735,"Large bright studio,sleeps 5 w/2 queen beds&futon",21261408,Jay,BROOKLYN,"Clinton hill",40.689910,-73.961320,"Private room",130,1,2,2019-07-01,2.00,6,345
35768873,"Brand new 3 bd apartment a minute from g train",251817531,Kieu,BROOKLYN,Bedford-stuyvesant,40.687930,-73.954570,"Entire home/apt",300,2,0,2000-01-01,0.00,4,275
35769795,"Carlos apartment",269095308,Juan,MANHATTAN,"East harlem",40.792340,-73.945920,"Private room",75,4,1,2019-06-23,1.00,1,24
35770104,"Townhouse in bed stuy with beautiful garden",18142449,Mara,BROOKLYN,Bedford-stuyvesant,40.687430,-73.952570,"Entire home/apt",350,5,0,2000-01-01,0.00,1,22
35770530,"Spacious, luxury duplex with outside deck",37888781,Fran,BROOKLYN,Bedford-stuyvesant,40.678840,-73.926110,"Entire home/apt",195,2,1,2019-06-17,1.00,1,71
35770687,"Bright & quiet room 25 min from downtown manhattan",178036911,"Kate and alex",BROOKLYN,Bedford-stuyvesant,40.682980,-73.929800,"Private room",60,1,4,2019-07-07,4.00,2,354
35770783,"Cozy, sun-drenched, 1st floor apt in astoria / lic",269105402,Jennifer,QUEENS,"Long island city",40.760490,-73.928800,"Entire home/apt",110,2,2,2019-07-07,2.00,1,21
35771605,"Master bedroom with private bathroom",121917249,Yijun,BROOKLYN,"Clinton hill",40.694100,-73.962950,"Private room",70,3,0,2000-01-01,0.00,2,25
35771730,"Cozy bedroom close to manhattan",178036911,"Kate and alex",BROOKLYN,Bedford-stuyvesant,40.682930,-73.929240,"Private room",50,1,5,2019-07-05,5.00,2,359
35771989,"Bedroom with private bathroom",121917249,Yijun,BROOKLYN,"Clinton hill",40.693330,-73.965000,"Private room",80,7,0,2000-01-01,0.00,2,37
35772228,"Medical student apartment d-shared",146776990,Rosemarie,BROOKLYN,"East flatbush",40.654650,-73.933830,"Shared room",33,31,0,2000-01-01,0.00,4,41
35772374,"Luxury brooklyn condo only 30 min to nyc",264272029,Amer,BROOKLYN,"East flatbush",40.636730,-73.949880,"Entire home/apt",399,2,2,2019-06-30,2.00,1,161
35772999,"Luxury penthouse  – chelsea – manhattan",20049684,Booking,MANHATTAN,Chelsea,40.748870,-74.004980,"Entire home/apt",350,3,0,2000-01-01,0.00,1,328
35773859,"Spacious room steps to prospect park (built 2017)",269121359,Azure,BROOKLYN,"Prospect-lefferts gardens",40.656030,-73.958320,"Private room",100,10,0,2000-01-01,0.00,1,59
35774669,"Serene modern space in the heart of greenpoint!",25490213,Tony,BROOKLYN,Greenpoint,40.725490,-73.949120,"Private room",95,2,1,2019-06-24,1.00,1,67
35776956,"Luxury apt in long lsland city 
1min to subway",221012726,Lyn,QUEENS,"Long island city",40.747860,-73.938890,"Private room",46,1,0,2000-01-01,0.00,1,6
35777392,"Spacious studio flat in tree-lined neighborhood",117987098,Tam,BROOKLYN,Kensington,40.632930,-73.971170,"Private room",86,2,0,2000-01-01,0.00,1,365
35783252,"Feel like home room in manhattan",98662265,Yana,MANHATTAN,Midtown,40.750610,-73.972330,"Private room",85,1,1,2019-06-20,1.00,1,43
35783942,"Cozy one bedroom in the city!!",37140959,Cindy,MANHATTAN,"East village",40.722810,-73.980990,"Private room",66,3,0,2000-01-01,0.00,1,9
35784049,"Perfect nyc crib for explorers & travelers",269193265,Ana,MANHATTAN,"Murray hill",40.746110,-73.974000,"Private room",105,1,1,2019-06-30,1.00,1,38
35785973,"Custom home by lake and nyc",20024538,Liza,"STATEN ISLAND",Arrochar,40.594900,-74.070840,"Entire home/apt",199,1,1,2019-06-30,1.00,1,81
35788042,"☕ ✈fantastic room ⚡⚡ ✈",269075374,Alex,MANHATTAN,"East harlem",40.809110,-73.936980,"Private room",150,1,0,2000-01-01,0.00,1,7
35788732,"Cozy 2 bedroom apartment next to manhattan!!",163360671,Jenny,QUEENS,Astoria,40.757320,-73.915570,"Entire home/apt",135,3,0,2000-01-01,0.00,1,227
35789093,"Renovated 2 bedroom next to manhattan!!!",258094448,Anna,QUEENS,Astoria,40.759160,-73.925410,"Entire home/apt",120,3,0,2000-01-01,0.00,1,105
35789987,"Brand new fully furnished studio apartment!",59521234,Krysta,BROOKLYN,"Crown heights",40.669860,-73.955980,"Entire home/apt",120,1,0,2000-01-01,0.00,1,14
35790090,"Authentic chelsea studio loft",89629761,Juan,MANHATTAN,Chelsea,40.749130,-73.995750,"Entire home/apt",89,2,0,2000-01-01,0.00,1,37
35790417,"Cozy 1 bedroom apartment next to manhattan!!!",258089128,Evelina,QUEENS,Astoria,40.760190,-73.924890,"Entire home/apt",135,3,0,2000-01-01,0.00,1,109
35791289,"Renta de habitación a una cuadra de central park",29340158,Enrique,MANHATTAN,"Upper west side",40.796180,-73.963120,"Private room",43,10,0,2000-01-01,0.00,1,128
35791325,"Stunning full floor apartment in the village",1238383,Dave,MANHATTAN,"Greenwich village",40.729350,-73.999340,"Entire home/apt",500,4,0,2000-01-01,0.00,1,74
35792068,"Entire apartment. one block to bars, coop, qtrain.",198020385,Margaret,BROOKLYN,Flatbush,40.637040,-73.966930,"Entire home/apt",130,3,2,2019-07-06,2.00,1,33
35792968,"Spacious 3 bedroom 5 mins way from manhattan!!!",257680857,Daniella,QUEENS,"Long island city",40.753700,-73.935050,"Entire home/apt",139,3,0,2000-01-01,0.00,1,105
35793455,"Massive sun filled east village bedroom with roof",28103718,Patrick,MANHATTAN,"East village",40.731900,-73.989810,"Private room",150,3,1,2019-06-30,1.00,1,209
35793693,"Sonder | 116 john | cozy studio + laundry",219517861,"Sonder (nyc)",MANHATTAN,"Financial district",40.708310,-74.006420,"Entire home/apt",180,29,0,2000-01-01,0.00,100,342
35793784,"Sonder | 116 john | tasteful 2br + gym",219517861,"Sonder (nyc)",MANHATTAN,"Financial district",40.708330,-74.004970,"Entire home/apt",270,29,0,2000-01-01,0.00,100,350
35793925,"Private studio. near bars & q-train. gay friendly",189808492,"Mary beth",BROOKLYN,Flatbush,40.637710,-73.967200,"Private room",70,3,0,2000-01-01,0.00,1,38
35794273,"Hope garden",106798652,Timbrooke,BROOKLYN,Bushwick,40.695540,-73.925110,"Private room",130,1,0,2000-01-01,0.00,2,365
35794314,"Penthouse apartment with *private* rooftop",23715245,Sara,MANHATTAN,"Lower east side",40.719760,-73.983970,"Entire home/apt",275,2,1,2019-06-23,1.00,1,12
35794415,"Magnificent royal townhouse in new york city!",221213143,David,MANHATTAN,"Kips bay",40.742970,-73.981950,"Entire home/apt",650,1,0,2000-01-01,0.00,9,302
35794618,"2 twin beds (or 1 king bed) in a boutique hotel",33213436,Alec,BROOKLYN,Gowanus,40.680190,-73.984080,"Private room",160,1,1,2019-06-23,1.00,8,364
35795510,"Cozy 2/1 apartment in heart of brooklyn",81957771,Gabs,BROOKLYN,Bushwick,40.703180,-73.926360,"Entire home/apt",120,3,0,2000-01-01,0.00,1,177
35795817,"Newly furnished 2 bed 1 bath",61396454,Ash,MANHATTAN,Midtown,40.755080,-73.963790,"Entire home/apt",220,30,0,2000-01-01,0.00,14,343
35795970,"Sutton place high rise",61396454,Ash,MANHATTAN,Midtown,40.755180,-73.963060,"Entire home/apt",190,30,0,2000-01-01,0.00,14,365
35796073,"Newly renovated and modern apartment in manhattan",149334307,Julie,MANHATTAN,"Washington heights",40.839010,-73.939430,"Private room",61,1,1,2019-06-23,1.00,1,268
35796194,"Super nice flat in nolita, nyc",33144953,Carly,MANHATTAN,Nolita,40.722060,-73.996950,"Entire home/apt",189,4,0,2000-01-01,0.00,1,317
35796952,"Ginger home",2113042,Ly,BROOKLYN,Bedford-stuyvesant,40.694140,-73.940730,"Private room",70,3,1,2019-07-01,1.00,1,65
35797061,"Affordable midtown east 2 bedrooms/2 bathrooms",269264973,Dima,MANHATTAN,Midtown,40.759030,-73.966690,"Entire home/apt",199,7,0,2000-01-01,0.00,1,134
35798549,"Concrete jungle, dreams are made, studio nextdoor",216289751,Cierra,MANHATTAN,Midtown,40.751800,-73.971580,"Entire home/apt",145,3,0,2000-01-01,0.00,1,62
35798611,"Recording studio overnight stays. downton bklyn",37424221,Trevor,BROOKLYN,"Downtown brooklyn",40.696770,-73.981550,"Private room",100,2,0,2000-01-01,0.00,1,365
35798701,"Charming 2 bed's in midtown east near u.n",51589519,Asi,MANHATTAN,Midtown,40.757260,-73.966710,"Entire home/apt",180,28,0,2000-01-01,0.00,1,338
35799445,"Clinton midtwon west",243288727,Matt,MANHATTAN,"Hell's kitchen",40.769650,-73.990010,"Entire home/apt",190,30,0,2000-01-01,0.00,7,353
35799708,"The heart of midtown west",243288727,Matt,MANHATTAN,"Hell's kitchen",40.767830,-73.988470,"Entire home/apt",190,30,0,2000-01-01,0.00,7,267
35799984,"The brooklyn plaza",57888148,Abosede,BROOKLYN,"East flatbush",40.662420,-73.928330,"Private room",70,1,0,2000-01-01,0.00,1,325
35800046,"Sunny 5br 4ba - townhouse on upper east side",268680530,Oliver,MANHATTAN,"Upper east side",40.775870,-73.953080,"Entire home/apt",1000,4,0,2000-01-01,0.00,1,270
35800182,"Luxirious one bedroom midtwon west",243288727,Matt,MANHATTAN,"Hell's kitchen",40.768960,-73.989080,"Entire home/apt",190,30,0,2000-01-01,0.00,7,348
35800352,"Close to lga, jfk lirr , (private parking)",26802715,Wu,QUEENS,Flushing,40.766400,-73.822700,"Private room",49,4,0,2000-01-01,0.00,2,63
35800448,"Luxuary 2 bedroom apartment",243288727,Matt,MANHATTAN,"Hell's kitchen",40.767930,-73.988200,"Entire home/apt",190,30,0,2000-01-01,0.00,7,354
35800600,"1bd safe & affordable  with tv  fully renovated",73676969,Meezy,BRONX,Williamsbridge,40.878520,-73.850030,"Private room",36,2,2,2019-07-05,2.00,3,47
35800764,"Amazing 2 br 2bath upper east side prime location",269312373,Noura,MANHATTAN,"Upper east side",40.760740,-73.960150,"Entire home/apt",340,30,0,2000-01-01,0.00,2,332
35800768,"The heart of the west",243288727,Matt,MANHATTAN,"Hell's kitchen",40.762850,-73.986530,"Entire home/apt",300,30,0,2000-01-01,0.00,7,310
35800903,"Midtown west  apartment",243288727,Matt,MANHATTAN,"Hell's kitchen",40.763640,-73.986940,"Entire home/apt",300,30,0,2000-01-01,0.00,7,310
35801208,"Comfy 2 bedroom close to manhattan",256911412,Taylor,BROOKLYN,Williamsburg,40.704690,-73.936900,"Entire home/apt",101,4,0,2000-01-01,0.00,1,27
35801421,"Highr rise in midtown west",243288727,Matt,MANHATTAN,"Hell's kitchen",40.761920,-73.986960,"Entire home/apt",190,30,0,2000-01-01,0.00,7,311
35803121,"Private room with a sofa bed in greenpoint bk",138150256,Alejandro,BROOKLYN,Greenpoint,40.731710,-73.953740,"Private room",50,3,0,2000-01-01,0.00,2,0
35803274,"Privateroom queens 1block7train 15minmanhattan lga",119110280,Maria,QUEENS,Sunnyside,40.741750,-73.914090,"Private room",50,1,4,2019-07-01,4.00,1,82
35803557,"Sunny room in a 2 bedroom shared apartment",77196523,Ninett,MANHATTAN,Harlem,40.829360,-73.949300,"Private room",80,2,0,2000-01-01,0.00,1,15
35803559,"*new* bright spacious brooklyn 2 bedroom sleeps 9",133005440,Alex,BROOKLYN,Bedford-stuyvesant,40.681100,-73.958230,"Entire home/apt",125,2,1,2019-06-23,1.00,2,342
35803621,"Tranquil haven-8 mins to jfk/lirr/airtrain rm#2.",178272943,Sharon,QUEENS,Jamaica,40.672070,-73.780940,"Private room",60,1,2,2019-07-08,2.00,4,79
35803740,"Special 1 bedroom in prime location upper east",269312373,Noura,MANHATTAN,"Upper east side",40.761390,-73.962500,"Entire home/apt",200,30,0,2000-01-01,0.00,2,365
35804219,"Cozy room available in brooklyn for july",35616021,Begum,BROOKLYN,Bedford-stuyvesant,40.684770,-73.950900,"Private room",40,2,1,2019-06-29,1.00,1,1
35804587,"1bd with private bathroom - very cozy & 42 inch tv",73676969,Meezy,BRONX,Williamsbridge,40.878770,-73.850440,"Private room",55,2,0,2000-01-01,0.00,3,35
35804589,"Heart of astoria",5825467,Michael,QUEENS,Astoria,40.762150,-73.919730,"Shared room",110,1,1,2019-06-20,1.00,1,21
35804885,"Cozy classic convenient apartment near the park",269345151,Marlene,BROOKLYN,"Crown heights",40.672210,-73.948470,"Entire home/apt",100,2,0,2000-01-01,0.00,1,87
35805037,"Lovely & spacious 2 bedroom apartment",269345069,Joyce,BROOKLYN,"Vinegar hill",40.701120,-73.984020,"Entire home/apt",225,2,1,2019-06-27,1.00,1,303
35805094,"Artist’s live/work space",44245355,Sarah,BROOKLYN,Bushwick,40.688980,-73.913580,"Private room",60,7,0,2000-01-01,0.00,1,24
35805262,"Discounted! quiet 1 br next to times square",10745276,"Kortney william",MANHATTAN,"Hell's kitchen",40.759930,-73.990740,"Entire home/apt",225,2,0,2000-01-01,0.00,1,270
35805474,"Industrial artsy loft in williamsburg",269297229,Юлия,BROOKLYN,Williamsburg,40.713940,-73.963010,"Entire home/apt",199,5,0,2000-01-01,0.00,1,213
35807159,"Cozy, sunny entire two bedroom bed-stuy apartment",23196609,Emma,BROOKLYN,Bedford-stuyvesant,40.693860,-73.941920,"Entire home/apt",100,4,0,2000-01-01,0.00,2,0
35807376,"E z living in harlem",244536777,Chester,MANHATTAN,Harlem,40.817450,-73.944410,"Entire home/apt",225,3,0,2000-01-01,0.00,2,235
35807411,"Beautiful private room in 3br apartment!",2367604,Sagi,QUEENS,Ridgewood,40.706940,-73.915520,"Private room",50,1,0,2000-01-01,0.00,1,67
35807543,"Beautiful beach apartment",25544585,Mary,QUEENS,"Rockaway beach",40.584700,-73.813870,"Entire home/apt",250,2,0,2000-01-01,0.00,1,52
35808103,"Cozy 2 bd apartment in near central park new york",269372955,Pol,MANHATTAN,"Upper west side",40.787500,-73.975110,"Entire home/apt",350,4,0,2000-01-01,0.00,1,324
35808316,"Water view in battery park near statue of liberty",76572037,Lisa,MANHATTAN,"Battery park city",40.709640,-74.017980,"Entire home/apt",199,1,0,2000-01-01,0.00,1,43
35808498,"2 bd 2 bathroom apartment in upper east side",269377869,Jordi,MANHATTAN,"Upper east side",40.772230,-73.950820,"Entire home/apt",350,4,0,2000-01-01,0.00,1,337
